,page,text,x1,y1,x2,y2,x3,y3,x4,y4,line_no,isHeader,isFooter
718,16,17,4.0769,0.52,4.2167,0.52,4.2167,0.6348,4.0769,0.6348,1.0,True,False
719,16,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
720,16,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
744,17,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
745,17,18,4.0769,0.52,4.2144,0.52,4.2144,0.6345,4.0769,0.6345,1.0,True,False
746,17,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
747,17,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2601,3.0,True,False
0,0,Signed by AustLII,0.2767,0.33,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1,0,istLI AustLII AustLI,6.5271,0.3734,8.1905,1.0668,8.0705,1.3635,6.4238,0.6334,1.0,True,False
2,0,ustLII AustLII,4.5236,1.0168,5.6804,0.7401,5.7371,0.9768,4.567,1.2268,2.0,True,False
14,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
15,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
16,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
17,1,+LIIAustLII AustLII AustLII Aust!,0.01,5.2105,3.5602,2.7703,3.6836,3.0903,0.2233,5.3838,3.0,True,False
21,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
22,2,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
23,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
24,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
51,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
53,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
95,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
96,4,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
97,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
98,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
142,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2534,0.48,0.2767,0.49,0.0,True,False
143,5,3,4.1059,0.52,4.1685,0.52,4.1685,0.6345,4.1059,0.6345,1.0,True,False
144,5,istLI AustLII AustLI,6.5271,0.38,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
145,5,AustLII AustLI!,4.4303,1.0634,5.6837,0.7501,5.7337,0.9701,4.4736,1.2601,3.0,True,False
190,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
191,6,4,4.1017,0.52,4.1765,0.52,4.1765,0.6326,4.1017,0.6326,1.0,True,False
192,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
193,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
240,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
241,7,5,4.107,0.5223,4.1714,0.5223,4.1714,0.6345,4.107,0.6345,1.0,True,False
242,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
243,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
288,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
289,8,6,4.1062,0.52,4.1759,0.52,4.1759,0.6345,4.1062,0.6345,1.0,True,False
290,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
291,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
339,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
340,9,7,4.1052,0.5223,4.175,0.5223,4.175,0.6348,4.1052,0.6348,1.0,True,False
341,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
342,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
385,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
386,10,8,4.1092,0.52,4.1727,0.52,4.1727,0.6345,4.1092,0.6345,1.0,True,False
387,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
388,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
430,11,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
431,11,9,4.1057,0.52,4.1752,0.52,4.1752,0.6348,4.1057,0.6348,1.0,True,False
432,11,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
433,11,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
477,12,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
478,12,10,4.0769,0.52,4.218,0.52,4.218,0.6345,4.0769,0.6345,1.0,True,False
479,12,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
480,12,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
527,13,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
528,13,11,4.0769,0.52,4.2037,0.52,4.2037,0.6326,4.0769,0.6326,1.0,True,False
529,13,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
530,13,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
574,14,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
575,14,12,4.0769,0.52,4.217,0.52,4.217,0.6326,4.0769,0.6326,1.0,True,False
576,14,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
577,14,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
623,15,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
624,15,13,4.0769,0.52,4.2102,0.52,4.2102,0.6345,4.0769,0.6345,1.0,True,False
625,15,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
626,15,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
674,16,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
675,16,14,4.0769,0.52,4.2182,0.52,4.2182,0.6326,4.0769,0.6326,1.0,True,False
676,16,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
677,16,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
721,17,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
722,17,15,4.0769,0.52,4.213,0.52,4.213,0.6345,4.0769,0.6345,1.0,True,False
723,17,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
724,17,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
773,18,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
774,18,16,4.0769,0.52,4.2175,0.52,4.2175,0.6345,4.0769,0.6345,1.0,True,False
775,18,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
776,18,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
824,19,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
825,19,17,4.0769,0.52,4.2167,0.52,4.2167,0.6348,4.0769,0.6348,1.0,True,False
826,19,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
827,19,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
877,20,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
878,20,18,4.0769,0.52,4.2144,0.52,4.2144,0.6345,4.0769,0.6345,1.0,True,False
879,20,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
880,20,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
930,21,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
931,21,19,4.0769,0.52,4.2169,0.52,4.2169,0.6348,4.0769,0.6348,1.0,True,False
932,21,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
933,21,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
977,22,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
978,22,20,4.0609,0.52,4.218,0.52,4.218,0.6345,4.0609,0.6345,1.0,True,False
979,22,istLI AustLII AustLI,6.5271,0.38,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
980,22,AustLII AustLI,4.4303,1.0601,5.677,0.7434,5.7337,0.9701,4.477,1.2568,3.0,True,False
1029,23,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1030,23,21,4.0609,0.52,4.2037,0.52,4.2037,0.6326,4.0609,0.6326,1.0,True,False
1031,23,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1032,23,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
1077,24,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
1078,24,22,4.0609,0.52,4.217,0.52,4.217,0.6326,4.0609,0.6326,1.0,True,False
1079,24,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
1080,24,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
18,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
19,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
20,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
21,1,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0278,4.8045,1.0278,4.8045,1.179,1.2531,1.179,3.0,True,False
22,1,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 250 of 2008,1.2546,1.2153,6.6338,1.2153,6.6338,1.3665,1.2546,1.3665,4.0,True,False
40,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
41,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
42,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
43,2,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0278,4.8045,1.0278,4.8045,1.179,1.2531,1.179,3.0,True,False
44,2,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 250 of 2008,1.2546,1.2153,6.6338,1.2153,6.6338,1.3665,1.2546,1.3665,4.0,True,False
85,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
86,3,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
87,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
88,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
108,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
109,4,3,4.1059,0.52,4.1685,0.52,4.1685,0.6345,4.1059,0.6345,1.0,True,False
110,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
111,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
21,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
22,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
23,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
24,1,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0278,4.8045,1.0278,4.8045,1.179,1.2531,1.179,3.0,True,False
25,1,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 618 of 2007,1.2546,1.2153,6.6361,1.2153,6.6361,1.3665,1.2546,1.3665,4.0,True,False
57,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
58,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
59,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
60,2,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0278,4.8045,1.0278,4.8045,1.179,1.2531,1.179,3.0,True,False
61,2,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 618 of 2007,1.2546,1.2153,6.6361,1.2153,6.6361,1.3665,1.2546,1.3665,4.0,True,False
98,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
99,3,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
100,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
101,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
140,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
141,4,3,4.1059,0.52,4.1685,0.52,4.1685,0.6345,4.1059,0.6345,1.0,True,False
142,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
143,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
165,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
166,5,4,4.1017,0.52,4.1765,0.52,4.1765,0.6326,4.1017,0.6326,1.0,True,False
167,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
168,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
199,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
200,6,5,4.107,0.5223,4.1714,0.5223,4.1714,0.6345,4.107,0.6345,1.0,True,False
201,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
202,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
239,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
240,7,6,4.1062,0.52,4.1759,0.52,4.1759,0.6345,4.1062,0.6345,1.0,True,False
241,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
242,7,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
283,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
284,8,7,4.1052,0.5223,4.175,0.5223,4.175,0.6348,4.1052,0.6348,1.0,True,False
285,8,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
286,8,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
322,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
323,9,8,4.1092,0.52,4.1727,0.52,4.1727,0.6345,4.1092,0.6345,1.0,True,False
324,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
325,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
347,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
348,10,9,4.1057,0.52,4.1752,0.52,4.1752,0.6348,4.1057,0.6348,1.0,True,False
349,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
350,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
14,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
15,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
16,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
17,1,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0306,4.5231,1.0306,4.5231,1.1766,1.2531,1.1766,3.0,True,False
18,1,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 572 of 2008,1.2549,1.2181,6.3976,1.2181,6.3976,1.3641,1.2549,1.3641,4.0,True,False
36,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
37,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
38,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
39,2,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0306,4.5231,1.0306,4.5231,1.1766,1.2531,1.1766,3.0,True,False
40,2,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 572 of 2008,1.2549,1.2181,6.3976,1.2181,6.3976,1.3641,1.2549,1.3641,4.0,True,False
81,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
82,3,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
83,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
84,3,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
130,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
131,4,3,4.1059,0.52,4.1685,0.52,4.1685,0.6345,4.1059,0.6345,1.0,True,False
132,4,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
133,4,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
181,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
182,5,4,4.1017,0.52,4.1765,0.52,4.1765,0.6326,4.1017,0.6326,1.0,True,False
183,5,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
184,5,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
231,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
232,6,5,4.107,0.5223,4.1714,0.5223,4.1714,0.6345,4.107,0.6345,1.0,True,False
233,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
234,6,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
14,1,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
15,1,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
16,1,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
17,1,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0306,4.5231,1.0306,4.5231,1.1766,1.2531,1.1766,3.0,True,False
18,1,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 319 of 2008,1.2549,1.2181,6.4393,1.2181,6.4393,1.3641,1.2549,1.3641,4.0,True,False
39,2,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
40,2,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,1.0,True,False
41,2,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,2.0,True,False
42,2,AUSTRALIAN CAPITAL TERRITORY ),1.2531,1.0306,4.5231,1.0306,4.5231,1.1766,1.2531,1.1766,3.0,True,False
43,2,RESIDENTIAL TENANCIES TRIBUNAL ) NO: RT 319 of 2008,1.2549,1.2181,6.3976,1.2181,6.3976,1.3641,1.2549,1.3641,4.0,True,False
87,3,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
88,3,2,4.1025,0.52,4.1754,0.52,4.1754,0.6326,4.1025,0.6326,1.0,True,False
89,3,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4304,0.6267,2.0,True,False
141,4,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
142,4,3,4.1059,0.52,4.1685,0.52,4.1685,0.6345,4.1059,0.6345,1.0,True,False
194,5,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
195,5,4,4.1017,0.52,4.1765,0.52,4.1765,0.6326,4.1017,0.6326,1.0,True,False
196,5,istLI AustLII AustLI,6.5271,0.3767,8.1805,1.0668,8.0672,1.3568,6.4304,0.6267,2.0,True,False
244,6,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
245,6,5,4.107,0.5223,4.1714,0.5223,4.1714,0.6345,4.107,0.6345,1.0,True,False
246,6,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
297,7,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
298,7,6,4.1062,0.52,4.1759,0.52,4.1759,0.6345,4.1062,0.6345,1.0,True,False
299,7,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0672,1.3601,6.4304,0.6267,2.0,True,False
348,8,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
349,8,7,4.1052,0.5223,4.175,0.5223,4.175,0.6348,4.1052,0.6348,1.0,True,False
350,8,istLI AustLII AustLI,6.5271,0.3767,8.1805,1.0668,8.0672,1.3568,6.4304,0.6267,2.0,True,False
395,9,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
396,9,8,4.1092,0.52,4.1727,0.52,4.1727,0.6345,4.1092,0.6345,1.0,True,False
397,9,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
398,9,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
445,10,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
446,10,9,4.1057,0.52,4.1752,0.52,4.1752,0.6348,4.1057,0.6348,1.0,True,False
447,10,istLI AustLII AustLI,6.5271,0.3767,8.1839,1.0668,8.0705,1.3601,6.4238,0.6301,2.0,True,False
448,10,AustLII AustLI,4.4303,1.0634,5.677,0.7434,5.7337,0.9668,4.477,1.2635,3.0,True,False
0,0,Signed by AustLII,0.2767,0.3334,1.2501,0.3234,1.2501,0.48,0.2767,0.49,0.0,True,False
